"PG.ProteinGroups","C_1","C_2","C_3","C_4","C_5","C_6","C_7","C_8","C_9","AA_1","AA_2","AA_3","AA_4","AA_5","AA_6","AA_7","AA_8","AA_9"
"O00233",-1.17927896231884,-0.6865513290364,-0.79267170942149,-1.01372988239074,-0.464056251743912,-0.606124397060418,-0.34413951620548,-0.525689811912061,-0.852130784527979,-0.107225145016303,0.248689161269491,-0.00132681388534373,-0.450954982544011,-0.115202824534769,-0.286505044217005,-0.300877845931819,-0.840677735117485,-0.354343059904378
"O00244",-0.422795403597316,-0.0369165974888581,0.47329890835049,-0.503172589535165,-0.889476667549785,-0.201168897508891,0.176739216577083,-0.319152014581041,-0.298928174237027,1.43132048178435,0.99299706322261,1.48084597788302,1.63639350969359,0.874050508407729,1.34188534054116,1.18250113530472,1.34048379344132,1.61992913518505
"O00264",-1.33223692860859,-0.717620415897422,-0.331643848170735,-1.43119705903308,-1.18524264070983,-1.06576686089212,-1.4421517850425,-1.97033268913235,-0.89213391308036,-0.963641343226657,-1.45652065839733,-1.34251289001864,-1.31854030444234,-1.50445849591789,-1.69774008660698,-2.09236024542512,-1.5713587284235,-0.842026184409333
"O00267",-5.19742161168057,-3.56509538773969,-2.92002203364708,-1.98959837077846,-2.71104891845969,-3.05921266006797,-2.47833214284533,-2.82258619244347,-2.95563774950073,-1.416060315596,-2.28552054108521,-2.52889491084873,-2.12379745706128,-2.12864820307009,-2.81606073765789,-2.19196292581173,-2.57329312285015,-2.28635963193271
"O00273",-3.44920423939179,-3.01131325814883,-3.7133165960319,-2.07819927210408,-3.04753884062534,-4.40292204462216,-4.7614888033787,-3.6754411292512,-2.99611753272307,-2.11083192814341,-2.48188143295617,-2.59966634467465,-2.75612742280772,-3.04031590005073,-2.53520756796935,-2.4646064963724,-2.87153311771263,-2.60946748674107
"O00299",4.58683341448055,4.75951409129406,4.94389933910186,4.92617673837803,4.80884501433566,4.88383814813302,4.63716169869472,4.6649743574935,4.69457884111111,5.28291178635128,4.92646306588975,5.00886108586756,4.96002389194858,5.1902271276897,5.4435839221964,5.31771969923058,5.12805851137748,5.31343283469282
"O00300",1.95898053638967,2.13843200477929,2.37729641119206,1.8593777792226,1.36731530729082,1.35273333375302,2.3289157011447,1.9666889983334,2.26063216312921,-0.234258958642366,0.0116512701278371,-0.0549123541495948,-0.157564719322965,0.276979452585119,-0.00411033428513718,-0.223990929203392,0.294384496405577,0.111418491940299
"O00303",0.11525474486001,-0.144987364368953,-0.0107466332655068,-0.359761157257964,-0.678651990650454,-0.263194699485869,-0.141162912445738,-0.41728256087233,-0.0517424239145221,0.458817681319442,0.472107714060579,0.367079500884234,0.402882154200654,0.490521013270826,0.336233065236717,0.128466961214642,0.143535183620971,-0.137070578882797
"O00339",4.5451560729261,4.63660757865379,4.9252747561314,3.65014922962058,3.77092707005781,3.63268870488793,4.0369629680058,3.10373086311791,4.10906803050179,1.50855126955252,1.50635903049706,1.56358325928587,1.12744171345395,1.15696400441288,1.34786909679788,1.68602717434879,1.4235455631814,1.45047336124289
"O00391",8.5055869024177,8.53929130871764,8.64868692618631,8.62304536241839,8.5874104965668,8.40155845301984,8.69722275622692,8.58326332722626,8.69139592436543,7.0303462859979,7.14060751691261,6.80759824109131,7.07180980191673,7.32437119265452,7.0940073228048,7.24292870121481,6.98653608120546,16.8729376825535
